64 10000 64 100000 100000000 0.250000 0.150000 1.145000
n M absM M2 M4
9238 -1.792262e+00 8.704171e+00 1.073935e+02 2.501035e+04
9239 1.027541e+01 1.343940e+01 3.039213e+02 2.752771e+05
9240 -9.751475e+00 1.477845e+01 2.907170e+02 1.612639e+05
9241 -6.986277e+00 1.319292e+01 2.607839e+02 1.647865e+05
9242 -3.949226e+00 1.269006e+01 2.208632e+02 1.067492e+05
9243 6.767825e+00 8.651881e+00 1.061998e+02 2.531880e+04
9244 -8.560665e-01 1.532591e+01 3.404354e+02 2.537750e+05
9245 -5.361407e-01 8.436172e+00 9.931996e+01 2.225328e+04
9246 -1.249922e+00 1.014655e+01 1.542906e+02 6.069236e+04
9247 4.240226e+00 6.938845e+00 8.473291e+01 2.595144e+04
9248 1.184288e+01 1.257146e+01 2.143889e+02 9.096571e+04
9249 1.435019e+01 1.604275e+01 3.359572e+02 2.317711e+05
9250 -2.607359e+00 7.594224e+00 8.656788e+01 1.755411e+04
9251 -1.810776e+01 1.852085e+01 4.410119e+02 3.352404e+05
9252 -7.329394e+00 1.772706e+01 4.154840e+02 3.294482e+05
9253 5.689048e+00 1.790873e+01 4.673839e+02 4.699336e+05
9254 -5.111050e+00 7.761483e+00 9.978920e+01 3.877186e+04
9255 -3.127575e+00 1.410288e+01 2.693555e+02 1.406255e+05
9256 4.777794e+00 1.228771e+01 2.177012e+02 1.119785e+05
9257 1.515169e+01 1.571816e+01 3.225410e+02 1.826457e+05
9258 4.560331e+00 1.262558e+01 2.556914e+02 1.697109e+05
9259 -6.985224e+00 1.233946e+01 2.862822e+02 2.450112e+05
9260 1.099804e+01 1.247294e+01 2.231798e+02 1.139047e+05
9261 -1.682935e+01 1.686210e+01 3.741312e+02 2.637039e+05
9262 -1.018295e+01 1.283412e+01 2.221514e+02 1.054956e+05
9263 -8.866822e+00 1.170006e+01 2.131834e+02 1.162197e+05
9264 1.432881e+01 1.591647e+01 3.291598e+02 2.054132e+05
9265 7.851904e+00 1.686642e+01 3.445553e+02 1.970148e+05
9266 2.898041e+00 2.329098e+01 6.273441e+02 5.606755e+05
9267 -8.032909e+00 1.403898e+01 2.930781e+02 1.908716e+05
9268 -4.227476e+00 8.229306e+00 1.032439e+02 2.937966e+04
9269 -2.930228e+00 8.987091e+00 1.345155e+02 5.228516e+04
9270 1.388824e-01 8.117980e+00 1.113227e+02 3.897558e+04
9271 8.455879e+00 1.121124e+01 2.063880e+02 1.119982e+05
9272 4.503453e+00 9.107001e+00 1.197100e+02 3.371045e+04
9273 1.548048e+01 1.660452e+01 4.007313e+02 3.492807e+05
9274 -8.510049e+00 1.032008e+01 1.410618e+02 3.913358e+04
9275 3.871165e+00 1.704447e+01 3.876625e+02 2.912260e+05
9276 -6.934845e+00 1.226408e+01 1.907735e+02 6.538609e+04
9277 4.400120e+00 1.057749e+01 1.585962e+02 5.875901e+04
9278 9.001146e+00 1.310303e+01 2.769409e+02 1.868832e+05
9279 -1.245588e+01 1.435862e+01 2.517909e+02 9.926534e+04
9280 1.270991e-01 1.509567e+01 2.952910e+02 1.767444e+05
9281 -2.140507e+00 1.080100e+01 1.754820e+02 7.872099e+04
9282 -1.907111e+00 9.387443e+00 1.279972e+02 3.618537e+04
9283 -1.000676e+01 1.312510e+01 2.501508e+02 1.472154e+05
9284 -8.540951e+00 1.187858e+01 2.012603e+02 9.199312e+04
9285 6.622086e-01 8.950633e+00 1.231396e+02 4.526304e+04
9286 -9.088659e+00 1.140447e+01 1.673971e+02 5.203576e+04
9287 -9.258679e+00 1.511710e+01 3.203066e+02 2.353251e+05
9288 4.864729e+00 9.871287e+00 1.376583e+02 4.070452e+04
9289 -9.123370e+00 1.329182e+01 2.540143e+02 1.455491e+05
9290 -5.786605e+00 1.161107e+01 2.373654e+02 1.908131e+05
9291 -3.158829e+00 9.471178e+00 1.310280e+02 3.955115e+04
9292 2.823423e+00 1.270872e+01 2.351571e+02 1.358536e+05
9293 -2.133711e+00 1.109627e+01 1.743914e+02 7.284654e+04
9294 -3.108608e-01 1.069998e+01 1.484363e+02 4.606854e+04
9295 -1.397735e+01 1.510498e+01 2.680917e+02 1.037392e+05
9296 1.958421e+00 1.036355e+01 1.537232e+02 5.429666e+04
9297 -4.002763e+00 7.366365e+00 9.060842e+01 2.484815e+04
9298 -1.043674e+01 1.227624e+01 2.071687e+02 9.121253e+04
9299 1.535404e+00 7.997831e+00 9.193437e+01 1.971193e+04
9300 -9.041966e+00 9.930628e+00 1.608709e+02 8.005628e+04
9301 2.307854e-01 1.175387e+01 2.027448e+02 9.945620e+04
9302 5.756246e+00 1.481286e+01 3.047777e+02 1.845624e+05
9303 6.437571e+00 8.283044e+00 1.214111e+02 5.186374e+04
9304 -8.054535e+00 1.286653e+01 2.152230e+02 8.191854e+04
9305 1.233435e+01 1.281540e+01 2.346102e+02 1.165289e+05
9306 5.302374e+00 1.127071e+01 1.826617e+02 7.622183e+04
9307 -4.894125e+00 9.047913e+00 1.277750e+02 4.259036e+04
9308 5.870901e+00 1.196729e+01 2.168605e+02 1.333372e+05
9309 -5.727784e+00 1.305884e+01 2.336255e+02 1.286328e+05
9310 -2.230878e+00 1.261038e+01 2.257967e+02 1.058442e+05
9311 -7.704197e-01 1.428060e+01 2.508769e+02 1.042457e+05
9312 1.048596e+00 1.587086e+01 3.451981e+02 2.407001e+05
9313 1.104925e+01 1.245550e+01 2.290399e+02 1.241686e+05
9314 3.293859e+00 1.165366e+01 2.357831e+02 1.892451e+05
9315 1.088414e+01 1.205518e+01 1.942243e+02 7.556966e+04
9316 8.583308e+00 1.180349e+01 2.113197e+02 1.132395e+05
9317 -6.406477e+00 1.107948e+01 1.795496e+02 8.263713e+04
9318 -1.756853e+01 1.819512e+01 4.307375e+02 3.172939e+05
9319 1.432885e+01 1.587598e+01 3.559962e+02 2.434516e+05
9320 1.044736e+01 1.383034e+01 3.010954e+02 2.596778e+05
9321 1.048823e+01 1.262728e+01 2.282672e+02 1.190852e+05
9322 -8.514000e-01 8.379380e+00 1.201396e+02 5.322177e+04
9323 6.815624e+00 9.759023e+00 1.447860e+02 5.293778e+04
9324 -2.082487e+00 6.826907e+00 7.415569e+01 1.462485e+04
9325 5.813971e+00 1.304668e+01 2.642850e+02 1.632722e+05
9326 -6.975293e+00 1.226875e+01 2.313307e+02 1.377672e+05
9327 8.170066e+00 1.351188e+01 2.965012e+02 2.500206e+05
9328 3.320783e+00 1.569589e+01 3.298141e+02 1.950889e+05
9329 -2.360690e+00 1.173996e+01 1.945417e+02 9.102489e+04
9330 -1.485461e-01 9.299605e+00 1.359569e+02 5.075399e+04
9331 1.885399e+01 1.891827e+01 4.330129e+02 2.904643e+05
9332 -4.768747e-01 7.537471e+00 8.582578e+01 1.822310e+04
9333 -2.327392e+00 1.330117e+01 2.460920e+02 1.272134e+05
9334 6.082979e-01 1.025498e+01 1.650779e+02 7.007720e+04
9335 1.201625e+01 1.213677e+01 1.982859e+02 7.773692e+04
9336 -2.868953e+00 1.456212e+01 3.145747e+02 2.457435e+05
9337 4.841247e+00 9.185722e+00 1.257802e+02 3.901644e+04
9338 9.814691e+00 1.445337e+01 3.043620e+02 2.138068e+05
9339 7.957899e+00 1.229927e+01 2.164430e+02 1.015857e+05
9340 6.590656e+00 9.886437e+00 1.380983e+02 4.001941e+04
9341 -4.435509e+00 8.544463e+00 1.381393e+02 6.818703e+04
9342 -1.336614e+00 1.295402e+01 2.429412e+02 1.222640e+05
9343 -1.111476e+01 1.120612e+01 1.708888e+02 5.699849e+04
9344 -3.126210e-01 7.137590e+00 7.295052e+01 1.374353e+04
9345 -1.731445e+01 1.732364e+01 3.877220e+02 2.787134e+05
9346 -1.155850e+01 1.208210e+01 2.267132e+02 1.339062e+05
9347 -1.148846e+01 1.522683e+01 3.253782e+02 2.179148e+05
9348 8.407777e-01 1.029468e+01 1.493575e+02 5.751686e+04
9349 1.754295e+00 5.755062e+00 5.974517e+01 1.347385e+04
9350 1.307771e+00 1.177473e+01 2.152806e+02 1.090949e+05
9351 -9.028378e+00 1.428503e+01 2.834680e+02 1.774696e+05
9352 -1.701941e+00 9.381697e+00 1.429825e+02 5.303712e+04
9353 -8.537737e+00 1.176090e+01 2.284169e+02 1.409358e+05
9354 2.807316e+00 7.253375e+00 8.274899e+01 2.143534e+04
9355 -3.234497e+00 1.295399e+01 2.289684e+02 1.003166e+05
9356 -6.428992e+00 9.789640e+00 1.327633e+02 3.802301e+04
9357 -6.028160e+00 8.665431e+00 1.228938e+02 4.013851e+04
9358 -4.304984e+00 9.617440e+00 1.231444e+02 3.057447e+04
9359 -1.830773e+00 1.033790e+01 1.680479e+02 7.331283e+04
9360 3.862079e+00 1.404613e+01 2.748558e+02 1.813432e+05
9361 -2.796913e+00 1.225697e+01 1.885035e+02 6.438765e+04
9362 -1.654849e+00 1.347173e+01 2.793142e+02 1.893880e+05
9363 -6.982689e+00 1.236324e+01 2.219665e+02 1.121048e+05
9364 5.025212e+00 1.161855e+01 1.988032e+02 8.768397e+04
9365 5.005085e+00 9.971905e+00 1.384543e+02 3.895680e+04
9366 9.886334e+00 1.070127e+01 1.883455e+02 9.780235e+04
9367 -1.080392e+01 1.151217e+01 1.853721e+02 7.705533e+04
9368 1.317865e+01 1.464735e+01 2.896800e+02 1.548745e+05
9369 2.540268e+00 8.185014e+00 1.117559e+02 3.958466e+04
9370 7.777737e+00 1.249985e+01 2.092495e+02 8.532379e+04
9371 1.527919e+01 1.705399e+01 3.795620e+02 2.735551e+05
9372 1.267809e+01 1.544434e+01 3.261213e+02 2.043843e+05
9373 3.298881e+00 1.681112e+01 3.607583e+02 2.313451e+05
9374 1.627151e+01 1.658877e+01 3.840219e+02 3.182248e+05
9375 4.720656e+00 8.886646e+00 1.300170e+02 5.021162e+04
9376 -3.471794e-02 9.245464e+00 1.263687e+02 4.364922e+04
9377 -4.314533e+00 7.169107e+00 7.932666e+01 1.757162e+04
9378 2.490874e+00 8.871316e+00 1.158548e+02 3.080838e+04
9379 -7.560193e-01 6.392843e+00 7.088250e+01 1.741586e+04
9380 8.419621e+00 1.078377e+01 1.623512e+02 6.476508e+04
9381 2.597828e+00 7.006029e+00 7.522618e+01 1.498854e+04
9382 -5.686567e+00 9.781696e+00 1.555257e+02 7.559918e+04
9383 -9.799590e+00 1.487987e+01 3.361979e+02 2.700957e+05
9384 4.786029e+00 1.053581e+01 1.839560e+02 1.003151e+05
9385 1.628348e+01 1.830232e+01 4.672449e+02 4.416851e+05
9386 9.053178e+00 1.119591e+01 1.878652e+02 8.564737e+04
9387 7.614530e+00 1.254484e+01 2.189081e+02 1.022750e+05
9388 4.440845e+00 1.331541e+01 2.453945e+02 1.427157e+05
9389 -1.083921e+01 1.224548e+01 2.163591e+02 1.065965e+05
9390 2.717804e+00 8.524202e+00 9.770720e+01 1.949358e+04
9391 2.279240e+00 1.046662e+01 1.578273e+02 5.528800e+04
9392 6.001043e+00 9.122626e+00 1.424209e+02 7.110624e+04
9393 -8.582989e+00 1.225049e+01 2.008962e+02 7.782200e+04
9394 -3.778599e-01 8.825289e+00 1.227085e+02 4.894197e+04
9395 1.482472e+01 1.662343e+01 3.590916e+02 2.319157e+05
9396 -1.126737e+01 1.390626e+01 2.393062e+02 9.697971e+04
9397 -8.866660e+00 1.002849e+01 1.625349e+02 8.441117e+04
9398 3.977547e+00 8.343299e+00 1.113100e+02 3.619101e+04
9399 1.546985e+01 1.849938e+01 4.390096e+02 3.284915e+05
9400 1.933195e+01 1.943619e+01 4.460832e+02 3.280895e+05
9401 -4.298441e+00 1.149389e+01 2.080972e+02 1.226909e+05
9402 1.175236e+01 1.323844e+01 2.678293e+02 1.602606e+05
9403 -9.693328e-01 1.298123e+01 2.580042e+02 1.693358e+05
9404 1.180644e+01 1.440077e+01 2.949371e+02 1.777358e+05
9405 4.547193e+00 9.036848e+00 1.262504e+02 4.509158e+04
9406 -1.138716e+00 1.053583e+01 1.649336e+02 6.384531e+04
9407 7.063763e+00 1.092345e+01 1.630010e+02 5.432127e+04
9408 4.849566e+00 7.378668e+00 8.450572e+01 2.076515e+04
9409 1.151169e+01 1.439363e+01 2.724435e+02 1.496837e+05
9410 1.755517e+00 9.319396e+00 1.363827e+02 4.552757e+04
9411 -3.504326e+00 1.419828e+01 2.703806e+02 1.507049e+05
9412 1.083335e+01 1.208792e+01 2.183472e+02 1.119207e+05
9413 1.320417e+01 1.405438e+01 2.648549e+02 1.383534e+05
9414 5.908718e+00 1.669558e+01 3.843133e+02 2.922402e+05
9415 1.429283e+01 1.694815e+01 4.158540e+02 3.756197e+05
9416 7.426891e+00 1.038641e+01 1.894547e+02 1.078065e+05
9417 -1.208562e+01 1.597734e+01 3.625202e+02 2.484050e+05
9418 -2.719807e+00 1.047653e+01 1.624091e+02 6.498463e+04
9419 -3.023723e+01 3.023723e+01 9.951094e+02 1.287422e+06
9420 -9.028921e+00 1.273786e+01 2.680897e+02 1.909029e+05
9421 1.081976e-01 1.196547e+01 2.038558e+02 9.572738e+04
9422 7.415766e-01 1.277238e+01 2.249611e+02 1.048212e+05
9423 8.706259e+00 1.187852e+01 1.895346e+02 6.905321e+04
9424 -6.831207e+00 1.208046e+01 2.160707e+02 1.098776e+05
9425 -2.914569e+00 8.741447e+00 1.053230e+02 2.490607e+04
9426 4.060244e+00 1.548811e+01 3.209929e+02 2.179764e+05
9427 -1.844758e+01 1.902563e+01 4.408150e+02 2.901137e+05
9428 -1.275189e+01 1.364710e+01 2.700674e+02 1.531760e+05
9429 9.047151e+00 1.376485e+01 2.835914e+02 1.930954e+05
9430 9.944260e-01 1.320034e+01 2.387843e+02 1.205998e+05
9431 1.207088e+01 1.268793e+01 2.704293e+02 2.307000e+05
9432 3.834952e+00 6.931117e+00 7.028071e+01 1.178512e+04
9433 7.247256e+00 9.964133e+00 1.401588e+02 4.501891e+04
9434 -2.497880e+00 9.655678e+00 1.638176e+02 1.127915e+05
9435 -8.290257e+00 1.024495e+01 1.593845e+02 6.230987e+04
9436 5.897132e+00 7.896090e+00 8.713876e+01 1.571615e+04
9437 1.477849e+01 1.945879e+01 4.843108e+02 4.133118e+05
9438 5.309804e+00 1.044075e+01 1.638010e+02 6.878861e+04
9439 1.216969e+01 1.332651e+01 2.764479e+02 2.013159e+05
9440 -5.358301e+00 8.597920e+00 1.061213e+02 2.466131e+04
9441 -1.028202e+01 1.040837e+01 1.428091e+02 4.135192e+04
9442 -2.519111e+00 1.170709e+01 1.816300e+02 6.169295e+04
9443 -1.469257e+00 6.690159e+00 7.020474e+01 1.388977e+04
9444 -5.940425e+00 1.048079e+01 1.543479e+02 5.305909e+04
9445 7.565250e+00 8.865061e+00 1.059601e+02 2.401324e+04
9446 -8.751179e+00 1.456661e+01 3.051272e+02 1.999096e+05
9447 -1.509213e+01 1.654461e+01 4.119604e+02 3.472779e+05
9448 5.865032e+00 1.037895e+01 1.608999e+02 6.800889e+04
9449 2.526878e-01 1.447595e+01 3.485839e+02 3.423481e+05
9450 1.297049e-01 1.422095e+01 2.826460e+02 1.753513e+05
9451 -1.576674e+01 1.583815e+01 3.197421e+02 1.773715e+05
9452 1.093617e+01 1.199982e+01 2.003151e+02 8.046351e+04
9453 2.087558e+00 8.986740e+00 1.114976e+02 2.725495e+04
9454 -1.508994e+01 1.687175e+01 4.147203e+02 3.612801e+05
9455 -1.419681e+01 1.595283e+01 3.261909e+02 1.799228e+05
9456 1.415963e-02 1.320281e+01 2.477919e+02 1.258219e+05
9457 1.372405e+01 1.870195e+01 4.578184e+02 3.699101e+05
9458 -4.874140e+00 1.359957e+01 2.561782e+02 1.204740e+05
9459 1.535279e+01 1.642880e+01 3.701844e+02 2.738210e+05
9460 1.974391e+00 8.664528e+00 1.177989e+02 3.388827e+04
9461 -7.548233e+00 9.637830e+00 1.439308e+02 5.421280e+04
9462 3.149035e+00 8.021637e+00 9.007561e+01 1.765357e+04
9463 -5.440705e+00 7.861935e+00 9.353467e+01 2.491430e+04
9464 -3.456715e+00 9.759569e+00 1.308650e+02 3.486758e+04
9465 1.154819e+01 1.268847e+01 2.252523e+02 1.069862e+05
9466 -5.631018e+00 1.016729e+01 1.594421e+02 6.460399e+04
9467 5.515069e-02 9.171425e+00 1.225191e+02 3.557633e+04
9468 1.883680e+01 1.985757e+01 4.952698e+02 3.970830e+05
9469 7.121690e+00 1.365018e+01 2.986481e+02 2.561687e+05
9470 1.184146e+01 1.770617e+01 3.771553e+02 2.149548e+05
9471 2.303586e+00 1.073177e+01 1.732110e+02 7.658367e+04
9472 3.223754e+00 1.743347e+01 3.944454e+02 3.242953e+05
9473 -7.096252e+00 1.100042e+01 1.941112e+02 9.663176e+04
9474 1.954398e+00 9.308225e+00 1.404357e+02 5.609704e+04
9475 4.059473e+00 2.101124e+01 5.095339e+02 3.627138e+05
9476 -2.579623e+00 9.531045e+00 1.328586e+02 3.923641e+04
9477 3.974992e+00 1.022637e+01 1.419461e+02 3.977182e+04
9478 -9.460997e+00 1.293312e+01 2.557817e+02 1.595273e+05
9479 -3.196791e+00 9.765506e+00 1.445434e+02 4.950411e+04
9480 1.175810e+01 1.364951e+01 2.440527e+02 1.021327e+05
9481 -1.247989e+00 1.349637e+01 2.433938e+02 1.048097e+05
9482 -1.193414e+01 1.637438e+01 3.461479e+02 2.318224e+05
9483 2.964526e+00 9.433241e+00 1.310139e+02 4.141415e+04
9484 -4.280708e+00 1.189674e+01 2.193155e+02 1.282111e+05
9485 -1.733184e+00 9.108657e+00 1.185548e+02 3.029159e+04
9486 -1.126230e+01 1.295503e+01 2.907781e+02 2.809883e+05
9487 1.128602e+01 1.188498e+01 2.126111e+02 1.127626e+05
9488 2.474180e-01 5.968709e+00 5.655319e+01 9.100477e+03
9489 2.378564e+00 8.712739e+00 1.242254e+02 4.520151e+04
9490 5.198078e+00 1.444132e+01 2.793984e+02 1.546661e+05
9491 3.341088e+00 1.150607e+01 1.853679e+02 7.198855e+04
9492 6.741657e+00 1.039213e+01 1.559214e+02 6.188259e+04
9493 -8.767474e+00 1.556814e+01 3.282157e+02 2.587137e+05
9494 9.427757e+00 1.518600e+01 2.982365e+02 1.914312e+05
9495 1.040207e+00 6.230362e+00 5.669521e+01 7.664776e+03
9496 -3.960111e+00 9.293771e+00 1.523791e+02 7.574907e+04
9497 7.126518e+00 8.697166e+00 1.175948e+02 3.584175e+04
9498 -2.172812e+00 1.167141e+01 2.019554e+02 9.470886e+04
9499 -1.290539e+01 1.448478e+01 2.937741e+02 1.696432e+05
9500 2.573500e+00 8.381208e+00 1.024903e+02 2.350104e+04
9501 4.777678e+00 1.295710e+01 2.175607e+02 8.781906e+04
9502 2.197142e+00 1.248780e+01 2.570643e+02 1.951155e+05
9503 3.570296e+00 9.943782e+00 1.523974e+02 6.117260e+04
9504 -4.375389e+00 1.705135e+01 3.829576e+02 2.394121e+05
9505 -4.397136e+00 7.730925e+00 1.014037e+02 3.695219e+04
9506 -9.347862e-01 8.772082e+00 1.177522e+02 3.617838e+04
9507 -1.743311e-01 8.259005e+00 1.000701e+02 2.213061e+04
9508 6.202306e+00 7.889190e+00 1.177348e+02 5.997860e+04
9509 -9.096185e+00 1.289024e+01 2.293958e+02 9.978272e+04
9510 -1.013684e+00 7.551098e+00 8.728639e+01 1.974107e+04
9511 7.890126e+00 1.779853e+01 4.218038e+02 3.793877e+05
9512 6.033614e+00 1.383004e+01 2.876023e+02 1.902284e+05
9513 1.110040e+00 9.383193e+00 1.281660e+02 3.831718e+04
9514 -7.199167e+00 1.590032e+01 3.533102e+02 2.672361e+05
9515 -6.154967e-01 5.809063e+00 5.430866e+01 9.357850e+03
9516 3.257823e+00 8.899471e+00 1.103205e+02 2.489501e+04
9517 1.071278e+00 7.421448e+00 8.718952e+01 2.127629e+04
9518 -1.029235e+00 1.230690e+01 2.083394e+02 9.205287e+04
9519 1.135258e+01 1.244001e+01 2.500338e+02 1.767754e+05
9520 -8.181282e+00 8.906453e+00 1.086568e+02 2.391860e+04
9521 8.942869e+00 9.927912e+00 1.359108e+02 4.960168e+04
9522 7.931027e+00 1.144185e+01 2.164985e+02 1.318899e+05
9523 7.614528e+00 1.015199e+01 1.372220e+02 3.825143e+04
9524 2.742547e+00 8.391401e+00 1.043013e+02 2.833623e+04
9525 7.833889e+00 1.319378e+01 2.409317e+02 1.539885e+05
9526 4.860433e+00 8.131053e+00 9.530252e+01 2.028822e+04
9527 -4.094256e-01 1.546666e+01 3.437194e+02 3.224634e+05
9528 7.644682e+00 1.228755e+01 1.986504e+02 7.234657e+04
9529 1.527616e+01 1.562320e+01 3.322501e+02 2.106163e+05
9530 7.864727e+00 1.067499e+01 1.820624e+02 8.906356e+04
9531 -4.322714e+00 8.187248e+00 1.061535e+02 3.183563e+04
9532 1.571696e+00 8.025117e+00 9.921796e+01 2.780870e+04
9533 -1.125777e+01 1.421622e+01 2.736306e+02 1.402742e+05
9534 -4.830871e+00 9.486127e+00 1.296721e+02 4.093222e+04
9535 5.073278e+00 7.857387e+00 9.494514e+01 2.157477e+04
9536 -5.015965e+00 8.774533e+00 1.087573e+02 2.617583e+04
9537 -1.268181e+01 1.517631e+01 3.578458e+02 3.184997e+05
9538 -2.206986e+00 1.026195e+01 1.672925e+02 7.849314e+04
9539 -5.546795e+00 7.262999e+00 9.383884e+01 2.931634e+04
9540 6.310208e-01 9.371366e+00 1.429826e+02 6.398179e+04
9541 3.604977e+00 7.878020e+00 9.426089e+01 2.197028e+04
9542 -1.051757e+01 1.382768e+01 2.777337e+02 1.833069e+05
9543 1.417129e+01 1.493015e+01 2.846650e+02 1.442612e+05
9544 1.379771e+01 1.576390e+01 3.106677e+02 1.626414e+05
9545 -6.349866e-01 1.011616e+01 1.562953e+02 6.773724e+04
9546 8.593719e+00 1.388780e+01 2.533740e+02 1.224881e+05
9547 1.738660e+00 8.039312e+00 1.051194e+02 3.335221e+04
9548 1.378400e+01 1.467475e+01 2.980928e+02 1.766919e+05
9549 -1.763129e+00 9.533678e+00 1.488956e+02 6.056715e+04
9550 -1.441418e+01 1.488227e+01 3.077241e+02 1.911961e+05
9551 6.218458e+00 1.129100e+01 2.138564e+02 1.400597e+05
9552 1.868066e+01 1.879458e+01 3.992559e+02 2.298034e+05
9553 1.742281e+01 1.763294e+01 4.473901e+02 4.343952e+05
9554 -8.762179e+00 1.113437e+01 1.903038e+02 9.061957e+04
9555 -3.635318e+00 1.036300e+01 1.545879e+02 6.693432e+04
9556 7.917220e+00 1.564598e+01 3.237135e+02 1.856767e+05
9557 -6.536914e+00 9.002913e+00 1.079247e+02 2.281752e+04
9558 4.610417e-01 1.309198e+01 2.251099e+02 9.044758e+04
9559 9.866550e-02 1.340823e+01 2.297532e+02 9.770165e+04
9560 -8.521959e+00 1.081655e+01 1.588564e+02 5.006678e+04
9561 -7.976380e+00 1.393003e+01 2.738264e+02 1.591928e+05
9562 3.576492e+00 1.074343e+01 1.577593e+02 5.326702e+04
9563 -8.417278e+00 1.586958e+01 3.180062e+02 2.046494e+05
9564 -4.963043e+00 1.589348e+01 3.381778e+02 2.225671e+05
9565 -2.926164e+00 1.262129e+01 2.482088e+02 1.696112e+05
9566 -1.441813e+01 1.699504e+01 4.127308e+02 3.819335e+05
9567 -1.317916e+01 1.348020e+01 2.390286e+02 1.026326e+05
9568 -3.512737e+00 1.294330e+01 2.194784e+02 8.564529e+04
9569 -3.514131e+00 1.169184e+01 2.159214e+02 1.345250e+05
9570 -4.960010e+00 8.041465e+00 1.283957e+02 7.233651e+04
9571 -4.142934e+00 2.064375e+01 5.110271e+02 3.774775e+05
9572 -2.214979e-01 9.847748e+00 1.451497e+02 5.333999e+04
9573 -8.249482e+00 1.076468e+01 1.657457e+02 6.354173e+04
9574 3.478778e+00 8.652131e+00 1.127139e+02 3.081150e+04
9575 7.913296e+00 1.140473e+01 1.713634e+02 6.264095e+04
9576 -5.851750e+00 1.318437e+01 2.590024e+02 1.492546e+05
9577 9.455454e+00 1.339054e+01 2.752838e+02 1.659970e+05
9578 8.121536e+00 9.877888e+00 1.593518e+02 7.680700e+04
9579 -7.816931e-01 1.531035e+01 3.246372e+02 2.075442e+05
9580 8.815750e+00 1.909998e+01 4.729851e+02 4.231286e+05
9581 4.533721e+00 1.501469e+01 3.018895e+02 1.928190e+05
9582 6.293871e+00 1.469158e+01 2.832662e+02 1.535167e+05
9583 -8.334027e+00 1.119495e+01 1.798314e+02 7.820801e+04
9584 -5.466001e+00 1.335909e+01 2.286540e+02 9.275796e+04
9585 4.806957e+00 1.083705e+01 1.975413e+02 1.069979e+05
9586 7.706085e+00 1.440143e+01 2.627469e+02 1.278210e+05
9587 2.254324e+00 1.014623e+01 1.608604e+02 6.931026e+04
9588 -1.070728e+01 1.184138e+01 2.216093e+02 1.413580e+05
9589 -7.748970e+00 1.191410e+01 1.890372e+02 7.056068e+04
9590 -1.684142e+00 9.551890e+00 1.269190e+02 3.589634e+04
9591 -1.642999e+01 1.661894e+01 3.497102e+02 2.108843e+05
9592 -1.193899e+01 1.339477e+01 2.529700e+02 1.248729e+05
9593 -1.940535e+01 1.978862e+01 5.296125e+02 5.575002e+05
9594 -1.070262e+01 1.244663e+01 2.501550e+02 1.807647e+05
9595 -5.774607e+00 1.107980e+01 1.761977e+02 6.418345e+04
9596 -4.535330e+00 8.634982e+00 1.150267e+02 3.336478e+04
9597 -2.382497e+00 7.975923e+00 1.007400e+02 2.789893e+04
9598 1.385697e+01 1.836284e+01 4.659206e+02 4.207923e+05
9599 -6.678764e+00 1.054895e+01 1.643550e+02 6.845046e+04
9600 -1.228744e+01 1.376195e+01 2.570980e+02 1.334176e+05
9601 2.173678e+00 1.078869e+01 1.775173e+02 7.295760e+04
9602 1.362690e+01 1.571018e+01 3.663093e+02 3.142627e+05
9603 -6.235663e+00 1.069896e+01 1.732533e+02 6.963428e+04
9604 -7.499132e+00 1.286452e+01 2.304167e+02 1.149591e+05
9605 -2.821723e+00 1.183377e+01 2.014341e+02 9.498784e+04
9606 4.187238e+00 1.311250e+01 2.219884e+02 8.848768e+04
9607 1.234569e+01 1.469349e+01 3.305815e+02 2.978654e+05
9608 9.089507e+00 1.216195e+01 2.354159e+02 1.682900e+05
9609 -1.297174e+01 1.312545e+01 2.366500e+02 1.195112e+05
9610 1.900720e+00 1.632862e+01 3.387136e+02 2.171295e+05
9611 5.701154e+00 1.671551e+01 3.211706e+02 1.517179e+05
9612 -4.366872e+00 1.771901e+01 4.026144e+02 2.880549e+05
9613 5.712410e+00 1.271313e+01 2.519402e+02 1.743141e+05
9614 9.212980e+00 1.912868e+01 4.823549e+02 4.135905e+05
9615 8.576748e+00 1.223056e+01 2.525103e+02 1.876827e+05
9616 3.849172e-01 1.684219e+01 4.121358e+02 3.819110e+05
9617 -1.113834e+01 1.347340e+01 2.683562e+02 1.576202e+05
9618 -1.129559e+01 1.166323e+01 2.150150e+02 1.353861e+05
9619 -5.777825e+00 1.108343e+01 1.689204e+02 5.614209e+04
9620 -6.524617e+00 9.723902e+00 1.334686e+02 3.781179e+04
9621 -8.369314e+00 1.490235e+01 2.725051e+02 1.247083e+05
9622 -3.218226e+00 1.078893e+01 1.642767e+02 6.143829e+04
9623 6.072399e+00 1.048230e+01 1.679328e+02 7.863817e+04
9624 -2.709246e+00 1.427942e+01 2.625662e+02 1.306806e+05
9625 -7.524346e+00 1.129945e+01 2.128988e+02 1.364453e+05
9626 -2.632839e+00 1.037183e+01 1.831998e+02 1.072856e+05
9627 1.137705e+01 1.329126e+01 2.611657e+02 1.529686e+05
