64 10000 64 100000 100000000 0.250000 0.150000 1.145000
n M absM M2 M4
4641 4.250854e+00 1.475916e+01 3.132557e+02 2.302472e+05
4642 -7.093373e+00 9.768811e+00 1.438493e+02 5.560950e+04
4643 -5.814761e+00 1.142476e+01 1.875201e+02 1.008497e+05
4644 6.443701e+00 1.227980e+01 2.074640e+02 8.685523e+04
4645 4.309478e+00 1.206783e+01 2.158189e+02 1.121920e+05
4646 9.131968e+00 1.028759e+01 1.522053e+02 5.554318e+04
4647 6.651422e+00 8.240401e+00 1.056647e+02 2.946900e+04
4648 -1.011109e+01 1.295249e+01 2.265625e+02 9.839044e+04
4649 1.031438e+01 1.388656e+01 2.968650e+02 2.140210e+05
4650 1.131925e+01 1.369666e+01 2.707136e+02 1.683495e+05
4651 2.428694e+00 9.859765e+00 1.322098e+02 3.563947e+04
4652 -6.862193e+00 8.638872e+00 1.340071e+02 6.010619e+04
4653 1.755697e+01 1.904007e+01 4.996284e+02 4.575971e+05
4654 4.978449e+00 6.965713e+00 7.210637e+01 1.304403e+04
4655 4.719998e+00 1.354105e+01 2.261770e+02 8.378070e+04
4656 7.160322e+00 1.114126e+01 2.013981e+02 1.570800e+05
4657 2.050848e+01 2.054355e+01 5.208443e+02 4.463320e+05
4658 -1.925275e+00 9.784646e+00 1.485812e+02 5.594876e+04
4659 -7.269831e+00 1.158147e+01 2.349102e+02 1.896555e+05
4660 2.180089e+00 1.105375e+01 1.724420e+02 7.124876e+04
4661 1.818362e+01 1.818384e+01 3.997249e+02 2.685793e+05
4662 1.820891e+00 1.187284e+01 1.880594e+02 7.113243e+04
4663 9.856924e-01 1.222509e+01 2.325455e+02 1.333121e+05
4664 -2.129069e+00 1.140014e+01 2.100772e+02 1.451851e+05
4665 1.371995e+01 1.422938e+01 2.665386e+02 1.267356e+05
4666 2.925765e+00 6.906077e+00 7.028265e+01 1.162200e+04
4667 -1.572163e+01 1.788505e+01 4.517682e+02 4.378871e+05
4668 8.287921e-02 9.279175e+00 1.172314e+02 3.126912e+04
4669 1.270568e+01 1.434753e+01 3.025337e+02 2.079433e+05
4670 1.072306e+00 8.456224e+00 1.217602e+02 5.355148e+04
4671 -5.856502e+00 8.779255e+00 9.987031e+01 1.898590e+04
4672 4.115165e+00 8.923557e+00 1.231029e+02 4.251666e+04
4673 1.349778e+01 1.767684e+01 3.857205e+02 2.476055e+05
4674 -3.170105e+00 7.108705e+00 7.714826e+01 1.463304e+04
4675 -3.513074e+00 8.779430e+00 1.159182e+02 3.491298e+04
4676 1.247669e+01 1.458993e+01 3.977871e+02 4.879708e+05
4677 5.458487e+00 8.527471e+00 1.018446e+02 2.225551e+04
4678 9.457214e+00 1.346294e+01 2.838191e+02 1.917490e+05
4679 8.730299e+00 9.355107e+00 1.302662e+02 3.658016e+04
4680 -1.727080e+01 1.993499e+01 5.432496e+02 5.568866e+05
4681 -4.234053e+00 9.200618e+00 1.377854e+02 5.739732e+04
4682 -8.949021e+00 1.163175e+01 1.890005e+02 7.304456e+04
4683 1.440331e+01 1.522747e+01 3.397877e+02 2.800740e+05
4684 -5.391704e+00 1.179032e+01 2.074270e+02 1.021672e+05
4685 9.286290e+00 9.793453e+00 1.360542e+02 4.554334e+04
4686 4.374878e+00 1.006122e+01 1.404632e+02 4.188011e+04
4687 -9.955190e-01 1.050644e+01 1.530458e+02 4.580035e+04
4688 -5.616258e-01 6.770019e+00 6.920372e+01 1.210069e+04
4689 -3.127843e+00 9.150134e+00 1.242840e+02 3.874897e+04
4690 -3.716888e+00 7.771791e+00 9.970999e+01 3.644104e+04
4691 -1.729514e+01 1.757731e+01 3.973676e+02 2.690336e+05
4692 1.121235e+01 1.378916e+01 3.228837e+02 3.767303e+05
4693 -6.866185e+00 1.153926e+01 1.785733e+02 6.076628e+04
4694 5.110283e+00 1.269270e+01 2.042752e+02 7.382182e+04
4695 2.644751e+00 9.068530e+00 1.179271e+02 3.562369e+04
4696 -1.893592e+01 1.895966e+01 4.757867e+02 4.648653e+05
4697 -8.695065e+00 1.195169e+01 2.121574e+02 1.146605e+05
4698 6.357416e+00 1.220475e+01 2.044276e+02 8.098807e+04
4699 -4.275965e+00 1.564877e+01 3.230467e+02 1.867616e+05
4700 -1.627301e+00 9.344465e+00 1.284229e+02 3.817271e+04
4701 2.445684e+00 9.895702e+00 1.434736e+02 4.695694e+04
4702 5.315169e+00 1.432183e+01 2.801245e+02 1.622971e+05
4703 -1.527460e+01 1.740199e+01 4.672296e+02 5.039540e+05
4704 4.884612e-01 8.239813e+00 1.018704e+02 2.516290e+04
4705 4.842165e+00 1.377087e+01 2.685812e+02 1.502887e+05
4706 1.641624e+01 1.664266e+01 3.334406e+02 1.890171e+05
4707 -6.852637e-01 7.193192e+00 8.087452e+01 1.766630e+04
4708 -1.506137e+01 1.659489e+01 3.668622e+02 2.587120e+05
4709 6.970707e+00 1.005574e+01 1.366973e+02 3.883499e+04
4710 -2.127774e+01 2.150891e+01 5.411847e+02 4.260363e+05
4711 5.573412e-01 8.770530e+00 1.249347e+02 4.450095e+04
4712 4.377881e+00 9.652927e+00 1.375100e+02 4.809811e+04
4713 -1.576492e+01 1.588034e+01 3.232789e+02 1.799647e+05
4714 -5.121752e+00 1.618310e+01 3.277876e+02 1.864134e+05
4715 -7.990842e-01 9.855683e+00 1.393463e+02 4.641311e+04
4716 1.222208e+01 1.387452e+01 2.680781e+02 1.432446e+05
4717 1.003306e+00 7.119798e+00 7.482907e+01 1.310022e+04
4718 -1.557554e+01 1.698904e+01 3.417097e+02 1.721795e+05
4719 -1.104355e+01 1.506496e+01 3.512271e+02 2.882343e+05
4720 -9.790147e+00 1.445323e+01 3.447274e+02 3.741999e+05
4721 1.182718e+00 1.142435e+01 1.823743e+02 7.845697e+04
4722 -1.072648e+01 1.169274e+01 1.902177e+02 8.506456e+04
4723 -2.190463e+00 1.005596e+01 1.619278e+02 7.216301e+04
4724 1.345897e+01 1.680885e+01 3.754148e+02 2.672304e+05
4725 7.743971e+00 1.341478e+01 2.938382e+02 2.570450e+05
4726 9.257882e-02 1.425729e+01 2.892406e+02 1.820147e+05
4727 -1.059182e+01 1.257598e+01 2.231257e+02 1.059939e+05
4728 1.553875e+01 1.628148e+01 3.365789e+02 1.904329e+05
4729 2.685467e+00 1.035700e+01 1.576722e+02 6.318605e+04
4730 -5.843126e+00 1.078200e+01 1.658914e+02 6.069856e+04
4731 -1.378276e+00 1.076119e+01 1.913212e+02 1.103923e+05
4732 -6.636390e-01 6.366942e+00 6.262311e+01 1.041754e+04
4733 1.565043e+00 1.040805e+01 1.692309e+02 8.200197e+04
4734 -1.266648e+01 1.444577e+01 3.130476e+02 2.329413e+05
4735 -2.187892e+00 1.398945e+01 2.495351e+02 1.043727e+05
4736 9.159100e-01 5.719875e+00 4.763237e+01 5.382318e+03
4737 -5.439249e-01 1.314333e+01 2.220687e+02 8.684034e+04
4738 9.058980e+00 1.764856e+01 4.012015e+02 2.631061e+05
4739 -6.376652e+00 1.325381e+01 2.652010e+02 1.604502e+05
4740 -2.618317e+00 9.368113e+00 1.317519e+02 5.030471e+04
4741 -8.691966e+00 1.098459e+01 1.821182e+02 7.972592e+04
4742 -7.664008e+00 1.302378e+01 2.268320e+02 9.665599e+04
4743 2.431976e+00 1.278030e+01 2.114975e+02 8.062031e+04
4744 1.439484e+01 1.540946e+01 3.531633e+02 2.812110e+05
4745 -5.680594e+00 1.003379e+01 1.484874e+02 4.897460e+04
4746 1.454918e+01 1.500807e+01 2.803094e+02 1.334201e+05
4747 1.094372e+01 1.309551e+01 2.730666e+02 1.935134e+05
4748 -9.853758e-01 7.484056e+00 8.829696e+01 2.258005e+04
4749 -8.482398e+00 1.176586e+01 1.938547e+02 7.970742e+04
4750 -3.026584e+00 1.121692e+01 1.910776e+02 9.336678e+04
4751 -1.608760e+01 2.160480e+01 5.443496e+02 4.083556e+05
4752 -1.594806e+00 1.381227e+01 2.534309e+02 1.233724e+05
4753 4.744602e+00 1.273219e+01 2.415321e+02 1.352301e+05
4754 -5.820979e-01 7.673865e+00 1.062244e+02 4.049444e+04
4755 -3.565738e+00 9.283308e+00 1.310557e+02 4.270258e+04
4756 4.908106e+00 1.038146e+01 1.510007e+02 5.298443e+04
4757 -2.188191e-01 9.764634e+00 1.542624e+02 8.263595e+04
4758 2.843299e+00 5.740222e+00 5.007444e+01 6.190044e+03
4759 7.651197e+00 1.003155e+01 1.512856e+02 6.723673e+04
4760 -1.321309e+01 1.805127e+01 4.668126e+02 4.890842e+05
4761 -9.106293e+00 1.389866e+01 2.856307e+02 1.742090e+05
4762 1.037544e+01 1.108168e+01 1.760455e+02 7.129028e+04
4763 -4.542767e-01 8.454422e+00 1.236163e+02 6.332827e+04
4764 -5.005521e+00 9.556975e+00 1.243167e+02 3.001890e+04
4765 -1.263950e+00 7.535775e+00 8.471051e+01 1.890819e+04
4766 1.251649e+00 8.197988e+00 9.602914e+01 1.938655e+04
4767 3.374193e+00 7.349236e+00 7.974944e+01 1.498840e+04
4768 -8.248060e+00 1.095438e+01 1.642105e+02 5.405860e+04
4769 -1.421993e+01 1.643440e+01 3.665870e+02 2.536289e+05
4770 -9.899846e+00 1.242537e+01 2.327566e+02 1.262215e+05
4771 -6.000225e+00 1.648894e+01 3.444825e+02 2.332562e+05
4772 -7.504282e+00 1.268824e+01 2.453115e+02 1.330629e+05
4773 9.436796e+00 1.454782e+01 2.565895e+02 1.091680e+05
4774 3.216265e+00 1.350474e+01 2.443507e+02 1.141964e+05
4775 -4.047161e+00 1.471981e+01 3.114512e+02 2.181223e+05
4776 -1.310093e+01 1.431522e+01 3.097065e+02 2.713242e+05
4777 -1.046353e+01 1.629429e+01 3.698134e+02 2.935531e+05
4778 -1.940875e+00 9.544498e+00 1.523076e+02 7.340459e+04
4779 1.091684e+01 1.307809e+01 2.443529e+02 1.194806e+05
4780 3.576389e+00 1.156906e+01 1.808720e+02 6.491821e+04
4781 -4.703285e+00 1.054971e+01 1.837564e+02 9.675499e+04
4782 -3.902350e+00 1.018002e+01 1.702968e+02 8.447097e+04
4783 -4.550913e+00 9.843795e+00 1.473612e+02 5.485951e+04
4784 -6.680330e-01 1.168861e+01 1.943670e+02 9.200692e+04
4785 -9.845196e+00 1.361704e+01 2.591478e+02 1.501188e+05
4786 -2.018023e+01 2.018023e+01 4.641128e+02 3.228682e+05
4787 1.154830e+00 1.654922e+01 3.791053e+02 2.988489e+05
4788 -3.152201e+00 7.629165e+00 9.927677e+01 2.923663e+04
4789 -1.033990e+01 1.277444e+01 2.155886e+02 8.558148e+04
4790 -6.540691e+00 1.107523e+01 2.075863e+02 1.408393e+05
4791 -3.938936e+00 1.596125e+01 3.094131e+02 1.664520e+05
4792 8.690730e+00 1.185396e+01 1.966213e+02 7.952113e+04
4793 -9.390912e+00 1.349698e+01 2.410653e+02 1.048944e+05
4794 -3.223859e+00 1.377742e+01 2.893197e+02 2.097779e+05
4795 1.285944e+01 1.659017e+01 3.995359e+02 3.764350e+05
4796 1.172466e+01 1.493624e+01 3.139466e+02 2.142224e+05
4797 -1.550445e+00 9.230818e+00 1.388332e+02 5.365023e+04
4798 8.726664e-01 7.375838e+00 7.962262e+01 1.551284e+04
4799 -1.143268e+01 1.519490e+01 3.125094e+02 1.915242e+05
4800 6.973099e-01 9.873091e+00 1.409338e+02 5.180409e+04
4801 -3.897416e+00 1.101755e+01 1.580446e+02 4.703939e+04
4802 1.188835e+01 1.427075e+01 2.793961e+02 1.862455e+05
4803 4.283503e-01 6.938821e+00 7.963211e+01 2.327626e+04
4804 -6.299434e+00 1.066137e+01 1.734416e+02 7.799238e+04
4805 7.731010e+00 9.248504e+00 1.208163e+02 3.149803e+04
4806 -2.979879e+00 9.490658e+00 1.602061e+02 8.845151e+04
4807 5.601389e+00 8.728214e+00 1.268068e+02 5.331604e+04
4808 -1.932634e+00 9.277830e+00 1.274754e+02 4.172082e+04
4809 8.032795e-01 8.713594e+00 1.094164e+02 3.182325e+04
4810 -1.054162e+01 1.249268e+01 2.296196e+02 1.296297e+05
4811 -3.726548e+00 1.113083e+01 1.992386e+02 1.105562e+05
4812 1.341078e+00 1.431914e+01 2.448494e+02 9.505947e+04
4813 -7.619477e+00 1.130170e+01 1.807490e+02 6.757713e+04
4814 -8.845107e+00 1.188575e+01 2.494735e+02 2.481217e+05
4815 7.740181e+00 1.197681e+01 2.068788e+02 1.063399e+05
4816 5.989826e+00 1.076479e+01 1.802069e+02 8.858107e+04
4817 -6.533838e+00 9.779595e+00 1.600344e+02 7.586337e+04
4818 -3.774505e+00 8.928412e+00 1.404132e+02 6.295134e+04
4819 1.216844e+01 1.417509e+01 2.495388e+02 1.049492e+05
4820 4.889384e+00 1.207585e+01 2.253759e+02 1.358156e+05
4821 -1.042401e+01 2.136670e+01 5.606510e+02 4.855562e+05
4822 -8.110266e+00 1.031546e+01 1.549376e+02 5.886292e+04
4823 6.093367e-01 9.324820e+00 1.343054e+02 5.185159e+04
4824 1.451036e+01 1.502955e+01 3.124025e+02 1.978147e+05
4825 -4.830698e+00 1.124510e+01 1.753856e+02 8.079149e+04
4826 -1.909288e+01 1.940569e+01 5.030062e+02 4.678160e+05
4827 2.234062e+00 1.161751e+01 2.052117e+02 9.104302e+04
4828 6.550542e+00 1.544767e+01 3.160022e+02 2.020631e+05
4829 1.345837e+01 1.465723e+01 2.599112e+02 1.054966e+05
4830 -4.165175e+00 1.346950e+01 2.380836e+02 1.084588e+05
4831 -5.413361e+00 1.025425e+01 1.658899e+02 6.797083e+04
4832 -3.023654e+00 9.534657e+00 1.476657e+02 7.032827e+04
4833 -1.084551e+00 1.243513e+01 2.154935e+02 9.144637e+04
4834 -3.254373e+00 1.420452e+01 2.548875e+02 1.150415e+05
4835 -8.100835e+00 1.402012e+01 2.867880e+02 1.639358e+05
4836 8.539028e+00 1.003554e+01 1.471625e+02 5.420970e+04
4837 1.175177e+00 8.703335e+00 1.149844e+02 3.400463e+04
4838 1.871585e+00 1.052343e+01 1.571795e+02 5.219123e+04
4839 -1.590006e+01 1.628159e+01 3.451833e+02 2.158381e+05
4840 1.002446e+00 9.363113e+00 1.182053e+02 2.721232e+04
4841 -3.241151e+00 1.588894e+01 3.611677e+02 2.922934e+05
4842 -4.327024e+00 1.087764e+01 1.566289e+02 5.086694e+04
4843 1.299738e+01 1.359550e+01 2.885411e+02 2.069504e+05
4844 -1.693272e+00 8.125199e+00 1.045512e+02 3.837515e+04
4845 4.978906e+00 1.385175e+01 2.747863e+02 1.529097e+05
4846 -2.201114e+00 7.530731e+00 9.323430e+01 2.807922e+04
4847 -7.296370e+00 1.277172e+01 2.493174e+02 1.615736e+05
4848 -1.104410e+01 1.491607e+01 3.285418e+02 2.542884e+05
4849 -1.692165e+01 1.723569e+01 3.950549e+02 3.177201e+05
4850 4.286686e+00 1.426751e+01 3.103667e+02 2.060345e+05
4851 1.198468e+01 1.395563e+01 2.583164e+02 1.362104e+05
4852 -1.387160e+01 1.500770e+01 3.387337e+02 2.553770e+05
4853 7.075948e+00 1.178960e+01 2.273174e+02 1.324156e+05
4854 3.404508e+00 1.116556e+01 1.720017e+02 6.040694e+04
4855 5.987742e+00 9.987115e+00 1.442696e+02 4.710844e+04
4856 -3.638028e+00 6.682361e+00 8.119511e+01 2.627412e+04
4857 -1.127243e+01 1.339154e+01 2.417151e+02 1.110016e+05
4858 1.681947e+00 1.052313e+01 1.602560e+02 5.780281e+04
4859 1.459830e+00 1.038136e+01 1.531660e+02 5.718609e+04
4860 -3.888647e+00 8.681511e+00 1.179041e+02 3.590501e+04
4861 -1.070035e+01 1.593214e+01 3.138250e+02 1.633226e+05
4862 -1.032813e+01 1.396565e+01 3.029354e+02 2.532112e+05
4863 6.364801e+00 8.954266e+00 1.475843e+02 9.655403e+04
4864 -4.849984e+00 1.008683e+01 1.646275e+02 8.246981e+04
4865 -4.282119e+00 1.374762e+01 2.643434e+02 1.374297e+05
4866 -1.292165e+01 1.547652e+01 3.891856e+02 3.755125e+05
4867 -7.406902e+00 1.191895e+01 2.170982e+02 1.235972e+05
4868 7.345045e+00 1.125817e+01 1.863942e+02 8.306135e+04
4869 -3.252072e+00 1.461077e+01 2.604663e+02 1.093686e+05
4870 -1.077582e+00 7.835728e+00 9.428455e+01 2.470907e+04
4871 -1.792151e+01 1.858754e+01 4.427315e+02 3.411065e+05
4872 -5.284220e-01 1.764740e+01 3.835325e+02 2.478916e+05
4873 5.852569e-01 7.703473e+00 8.508037e+01 1.671577e+04
4874 -1.460352e+01 1.518686e+01 3.132308e+02 2.301349e+05
4875 -2.533800e+00 1.430463e+01 2.794444e+02 1.589731e+05
4876 2.892534e+00 1.190807e+01 2.159147e+02 1.091499e+05
4877 1.001948e+00 1.046099e+01 1.617722e+02 6.695424e+04
4878 3.736553e+00 1.273037e+01 2.194745e+02 1.016291e+05
4879 1.143178e+01 1.185562e+01 2.066280e+02 8.900579e+04
4880 7.400144e+00 1.560186e+01 3.472891e+02 2.814198e+05
4881 7.828122e+00 1.184149e+01 1.714967e+02 4.968413e+04
4882 8.145900e+00 1.259554e+01 2.395078e+02 1.678405e+05
4883 -1.391177e+00 1.545569e+01 3.251740e+02 2.033117e+05
4884 1.014339e+01 1.284980e+01 2.314137e+02 1.332477e+05
4885 1.095539e+01 1.413777e+01 2.644237e+02 1.480565e+05
4886 -3.490685e+00 1.342721e+01 2.500945e+02 1.251017e+05
4887 -1.364465e+00 7.886602e+00 8.983920e+01 1.795939e+04
4888 3.923532e+00 8.307621e+00 1.057844e+02 2.867788e+04
4889 -1.249590e+01 1.286489e+01 2.188261e+02 8.843623e+04
4890 1.489203e+01 1.695836e+01 3.502503e+02 1.957304e+05
4891 -1.377918e+01 1.782632e+01 4.064672e+02 2.644148e+05
4892 1.561590e+00 9.138030e+00 1.147443e+02 2.591350e+04
4893 1.789271e+00 9.946853e+00 1.332749e+02 3.578207e+04
4894 3.947751e+00 1.386717e+01 2.564257e+02 1.416742e+05
4895 1.009796e+01 1.174862e+01 2.435911e+02 1.886094e+05
4896 -5.368388e+00 1.068924e+01 1.723679e+02 7.270067e+04
4897 -4.912507e-01 1.288066e+01 2.177218e+02 8.367091e+04
4898 -3.490774e+00 8.725431e+00 1.126433e+02 3.202967e+04
4899 6.184792e-02 1.194945e+01 1.841779e+02 6.734579e+04
4900 1.858804e+00 1.098177e+01 1.634171e+02 5.819413e+04
4901 1.389828e+01 1.579950e+01 3.557238e+02 3.117153e+05
4902 7.346294e-01 1.206027e+01 2.014100e+02 8.068582e+04
4903 4.356646e+00 1.499983e+01 2.961416e+02 1.678235e+05
4904 -5.687555e+00 9.692314e+00 1.379453e+02 4.861238e+04
4905 5.806598e+00 1.019410e+01 1.941944e+02 1.322431e+05
4906 -4.987020e+00 9.710833e+00 1.527666e+02 6.610166e+04
4907 -4.678243e+00 9.642734e+00 1.280640e+02 3.482914e+04
4908 -1.334768e+01 1.619178e+01 3.450560e+02 2.342645e+05
4909 -1.204985e+01 1.258464e+01 2.340369e+02 1.370508e+05
4910 -1.293406e+00 1.123885e+01 1.866033e+02 8.165702e+04
4911 -8.864785e+00 1.505155e+01 2.832712e+02 1.438938e+05
4912 -9.988699e+00 1.257455e+01 2.308959e+02 1.169464e+05
4913 -1.480641e+01 1.575777e+01 3.953332e+02 3.816167e+05
4914 1.002098e+00 7.895283e+00 9.511725e+01 2.616986e+04
4915 4.529055e+00 1.009467e+01 1.648597e+02 7.890781e+04
4916 1.048319e+01 1.353424e+01 2.464357e+02 1.207789e+05
4917 -3.160938e-01 1.053153e+01 1.551559e+02 5.121635e+04
4918 8.031901e+00 9.957951e+00 1.427576e+02 4.695814e+04
4919 6.350557e+00 1.087887e+01 1.696547e+02 6.276472e+04
4920 3.547026e-01 1.181738e+01 2.002065e+02 8.556430e+04
4921 5.833681e+00 9.193259e+00 1.586572e+02 9.368747e+04
4922 7.048770e+00 9.361350e+00 1.545721e+02 7.434645e+04
4923 8.377048e-01 2.161903e+01 5.734685e+02 5.198131e+05
4924 -1.228755e+01 1.897573e+01 4.484515e+02 3.455459e+05
4925 1.953627e+00 7.425850e+00 8.194359e+01 1.730833e+04
4926 2.235364e+00 8.589600e+00 1.053285e+02 2.369767e+04
4927 -2.754445e-03 7.486030e+00 9.499330e+01 2.867009e+04
4928 -6.266538e-03 1.152448e+01 1.975527e+02 1.008631e+05
4929 1.008241e+01 1.379441e+01 2.724672e+02 1.519083e+05
4930 -1.277249e+00 8.074394e+00 8.807670e+01 1.653273e+04
4931 1.456032e+00 1.232444e+01 1.912261e+02 6.325360e+04
4932 2.234722e+00 1.061612e+01 1.770566e+02 9.151699e+04
4933 -2.716355e-02 9.307542e+00 1.219813e+02 3.035720e+04
4934 1.505604e+00 9.529301e+00 1.348554e+02 5.065420e+04
4935 -2.791258e-01 5.631392e+00 5.065893e+01 8.372832e+03
4936 4.879254e+00 1.452976e+01 3.235326e+02 2.684506e+05
4937 1.182408e+01 1.341027e+01 2.964373e+02 2.324486e+05
4938 4.809329e+00 6.841070e+00 7.349880e+01 1.437989e+04
4939 -6.468581e+00 1.980834e+01 5.102065e+02 4.870485e+05
4940 6.525040e+00 1.168482e+01 1.971529e+02 7.891457e+04
4941 -1.472732e+00 1.015865e+01 1.616233e+02 7.160245e+04
4942 9.540654e+00 1.976349e+01 4.685826e+02 3.379724e+05
4943 -4.763160e+00 1.075953e+01 1.746236e+02 7.404605e+04
4944 9.897735e+00 1.233360e+01 2.369158e+02 1.578315e+05
4945 1.626623e+00 1.509888e+01 3.043795e+02 1.732532e+05
4946 8.678620e+00 1.181477e+01 2.095787e+02 1.143169e+05
4947 3.284752e+00 9.200989e+00 1.171243e+02 2.958359e+04
4948 1.371344e+01 1.425869e+01 2.710750e+02 1.371296e+05
4949 6.224559e+00 1.863454e+01 4.693270e+02 4.091659e+05
4950 5.260254e+00 7.686675e+00 1.023714e+02 3.451915e+04
4951 -1.250925e+01 1.596966e+01 3.179777e+02 1.632265e+05
4952 -1.000004e+01 1.338332e+01 2.765600e+02 2.131768e+05
4953 -9.641771e+00 1.443458e+01 2.728862e+02 1.541934e+05
4954 -2.682079e+00 9.776295e+00 1.429861e+02 5.723743e+04
4955 -2.923968e+00 7.539519e+00 9.964070e+01 4.045392e+04
4956 -1.181851e+01 1.322512e+01 2.675130e+02 1.725025e+05
4957 -6.444418e+00 1.167261e+01 2.008185e+02 9.857228e+04
4958 1.005156e+00 1.041299e+01 1.546740e+02 5.414664e+04
4959 2.013340e+00 9.554504e+00 1.461971e+02 6.259992e+04
4960 -6.268398e+00 1.376117e+01 2.434255e+02 1.044415e+05
4961 -7.424899e+00 9.139743e+00 1.301295e+02 4.177429e+04
4962 -1.234454e+00 6.022118e+00 5.281428e+01 6.609231e+03
4963 -3.852050e+00 1.508110e+01 2.978526e+02 1.608055e+05
4964 -1.415294e+01 1.443590e+01 3.436486e+02 3.360438e+05
4965 -3.823591e+00 8.234591e+00 1.043286e+02 2.773587e+04
4966 -3.416904e+00 1.027917e+01 1.749433e+02 9.905259e+04
4967 2.014085e+00 6.325522e+00 6.635817e+01 1.490790e+04
4968 -6.926782e+00 1.400153e+01 2.553871e+02 1.242360e+05
4969 4.449199e-01 1.141328e+01 1.897800e+02 8.796942e+04
4970 1.737208e+01 1.743240e+01 3.940741e+02 2.941372e+05
4971 -2.101328e+00 1.000799e+01 1.408559e+02 4.158834e+04
4972 -1.341508e+01 1.637634e+01 4.473462e+02 5.041635e+05
4973 2.842109e+00 1.074779e+01 1.733499e+02 7.050983e+04
4974 -5.834629e+00 1.109567e+01 1.572881e+02 4.360136e+04
4975 1.360650e+00 1.196952e+01 2.072665e+02 1.114860e+05
4976 -1.900294e+01 1.900890e+01 4.355875e+02 2.884804e+05
4977 -3.003001e+00 1.381333e+01 2.564253e+02 1.296788e+05
4978 1.019179e+01 1.204244e+01 2.074427e+02 9.742684e+04
4979 8.552865e+00 1.259241e+01 2.217514e+02 1.182947e+05
4980 3.306257e+00 9.052388e+00 1.158834e+02 3.043567e+04
4981 -1.807985e+01 1.844923e+01 4.411630e+02 3.365951e+05
4982 -1.531042e+01 1.592433e+01 3.567381e+02 2.746760e+05
4983 -5.025405e-01 9.706508e+00 1.450420e+02 5.628834e+04
4984 -2.494428e+00 1.148765e+01 1.814204e+02 6.935581e+04
4985 -4.046479e+00 7.121509e+00 7.757284e+01 1.607730e+04
4986 -5.193543e+00 9.394728e+00 1.294706e+02 3.998932e+04
4987 -2.389684e+00 8.520159e+00 1.138105e+02 3.333287e+04
4988 1.125355e+00 8.210729e+00 1.010991e+02 2.410637e+04
4989 1.162480e+01 1.467679e+01 3.276082e+02 2.407085e+05
4990 2.053593e+01 2.127136e+01 6.031629e+02 6.213165e+05
4991 -3.446929e+00 1.179947e+01 2.028869e+02 9.728353e+04
4992 7.550044e+00 1.770497e+01 4.791958e+02 4.885869e+05
4993 -2.751858e+00 8.647382e+00 1.274506e+02 5.199487e+04
4994 -6.465686e+00 1.098158e+01 1.519430e+02 4.255962e+04
4995 -6.058953e+00 1.036314e+01 1.611941e+02 6.620814e+04
4996 -4.072055e+00 1.025327e+01 1.664992e+02 7.251876e+04
4997 -2.681200e+00 8.768886e+00 1.192856e+02 3.713739e+04
4998 3.984806e+00 9.080990e+00 1.259315e+02 4.440015e+04
4999 3.304862e+00 8.995716e+00 1.249484e+02 4.508705e+04
5000 1.088817e+01 1.508794e+01 3.214301e+02 2.228182e+05
5001 -3.717000e+00 1.687758e+01 3.462194e+02 2.015929e+05
5002 2.530437e+00 1.240081e+01 1.989129e+02 7.364306e+04
5003 -1.315055e+00 1.016702e+01 1.512241e+02 5.026481e+04
5004 -5.430317e+00 7.814876e+00 1.081876e+02 4.192579e+04
5005 -8.197232e+00 8.935701e+00 1.148380e+02 3.024383e+04
5006 8.798203e+00 9.515704e+00 1.434744e+02 6.373456e+04
5007 1.224360e+01 1.498589e+01 3.234767e+02 2.319062e+05
5008 1.866004e-01 9.270338e+00 1.441046e+02 6.083213e+04
5009 -7.322307e-01 1.130520e+01 1.845499e+02 7.612363e+04
5010 2.359616e+00 1.388270e+01 2.517968e+02 1.130179e+05
5011 -3.677141e+00 1.286747e+01 2.129125e+02 7.967055e+04
5012 3.485132e+00 9.930060e+00 1.360062e+02 3.841938e+04
5013 9.795939e+00 1.468174e+01 3.447214e+02 3.185660e+05
5014 -9.107112e-01 1.339691e+01 2.719289e+02 1.640513e+05
5015 -1.380431e+01 1.519097e+01 3.627966e+02 3.053299e+05
5016 -1.002552e+01 1.197817e+01 2.185510e+02 1.150851e+05
5017 -8.948458e+00 1.105278e+01 2.356278e+02 2.056179e+05
5018 -1.026282e+01 1.075081e+01 1.842161e+02 9.855089e+04
5019 8.243457e+00 1.383299e+01 2.733182e+02 1.789252e+05
5020 -1.093818e+01 1.303138e+01 2.253539e+02 1.006595e+05
5021 7.757189e-01 1.282126e+01 2.354287e+02 1.358917e+05
5022 1.297446e+01 1.455258e+01 3.020440e+02 1.867524e+05
5023 1.257314e+01 1.282323e+01 2.384594e+02 1.306040e+05
5024 -1.323633e+01 1.424794e+01 2.990874e+02 1.961137e+05
5025 2.208758e+00 8.160002e+00 9.729944e+01 2.201321e+04
5026 3.867642e+00 8.463828e+00 1.124389e+02 3.571628e+04
5027 -1.204819e+01 1.239164e+01 2.131697e+02 9.311162e+04
5028 -1.674108e+01 1.691540e+01 3.901748e+02 3.134822e+05
5029 1.285859e+01 2.086830e+01 4.910821e+02 3.371576e+05
5030 8.189297e+00 1.332024e+01 2.854555e+02 2.079978e+05
5031 -4.920581e+00 9.523858e+00 1.468339e+02 6.320585e+04
5032 -7.413873e+00 1.570715e+01 3.116944e+02 1.705402e+05
