D,L,kappa,lambda,min_nstep,max_nstep,d_nstep,tlength,ntherm,ntraj,naccu
3,4,1.500000e-01,1.145000e+00,10,50,2,1.000000e+00,1000,10000,100

dtau,dtau2,deltaH
3.571429e-02,1.275510e-03,1.437522e-02
3.571429e-02,1.275510e-03,1.542493e-02
3.571429e-02,1.275510e-03,1.375643e-02
3.571429e-02,1.275510e-03,1.336279e-02
3.571429e-02,1.275510e-03,1.713149e-02
3.571429e-02,1.275510e-03,1.329036e-02
3.571429e-02,1.275510e-03,1.607383e-02
3.571429e-02,1.275510e-03,1.339395e-02
3.571429e-02,1.275510e-03,1.162384e-02
3.571429e-02,1.275510e-03,1.396134e-02
3.571429e-02,1.275510e-03,1.541053e-02
3.571429e-02,1.275510e-03,1.501772e-02
3.571429e-02,1.275510e-03,1.254500e-02
3.571429e-02,1.275510e-03,1.476308e-02
3.571429e-02,1.275510e-03,1.349135e-02
3.571429e-02,1.275510e-03,1.455850e-02
3.571429e-02,1.275510e-03,1.199879e-02
3.571429e-02,1.275510e-03,1.164209e-02
3.571429e-02,1.275510e-03,1.127487e-02
3.571429e-02,1.275510e-03,1.545986e-02
3.571429e-02,1.275510e-03,1.336321e-02
3.571429e-02,1.275510e-03,1.391603e-02
3.571429e-02,1.275510e-03,1.424434e-02
3.571429e-02,1.275510e-03,1.321572e-02
3.571429e-02,1.275510e-03,1.397885e-02
3.571429e-02,1.275510e-03,1.385298e-02
3.571429e-02,1.275510e-03,1.206345e-02
3.571429e-02,1.275510e-03,1.369856e-02
3.571429e-02,1.275510e-03,1.240539e-02
3.571429e-02,1.275510e-03,1.323996e-02
3.571429e-02,1.275510e-03,1.489940e-02
3.571429e-02,1.275510e-03,1.271461e-02
3.571429e-02,1.275510e-03,1.466749e-02
3.571429e-02,1.275510e-03,1.199868e-02
3.571429e-02,1.275510e-03,1.456520e-02
3.571429e-02,1.275510e-03,1.466887e-02
3.571429e-02,1.275510e-03,1.361435e-02
3.571429e-02,1.275510e-03,1.436640e-02
3.571429e-02,1.275510e-03,1.314365e-02
3.571429e-02,1.275510e-03,1.367047e-02
3.571429e-02,1.275510e-03,1.213232e-02
3.571429e-02,1.275510e-03,1.502287e-02
3.571429e-02,1.275510e-03,1.414003e-02
3.571429e-02,1.275510e-03,1.361485e-02
3.571429e-02,1.275510e-03,1.546655e-02
3.571429e-02,1.275510e-03,1.176312e-02
3.571429e-02,1.275510e-03,1.431596e-02
3.571429e-02,1.275510e-03,1.529580e-02
3.571429e-02,1.275510e-03,1.287601e-02
3.571429e-02,1.275510e-03,1.340685e-02
3.571429e-02,1.275510e-03,1.332072e-02
3.571429e-02,1.275510e-03,1.352904e-02
3.571429e-02,1.275510e-03,1.198068e-02
3.571429e-02,1.275510e-03,1.211829e-02
3.571429e-02,1.275510e-03,1.426019e-02
3.571429e-02,1.275510e-03,1.526406e-02
3.571429e-02,1.275510e-03,1.216232e-02
3.571429e-02,1.275510e-03,1.284482e-02
3.571429e-02,1.275510e-03,1.411623e-02
3.571429e-02,1.275510e-03,1.294853e-02
3.571429e-02,1.275510e-03,1.294951e-02
3.571429e-02,1.275510e-03,1.537698e-02
3.571429e-02,1.275510e-03,1.311440e-02
3.571429e-02,1.275510e-03,1.527465e-02
3.846154e-02,1.479290e-03,1.591602e-02
3.846154e-02,1.479290e-03,1.606149e-02
3.846154e-02,1.479290e-03,1.386004e-02
3.846154e-02,1.479290e-03,1.435736e-02
3.846154e-02,1.479290e-03,1.509515e-02
3.846154e-02,1.479290e-03,1.489510e-02
3.846154e-02,1.479290e-03,1.390915e-02
3.846154e-02,1.479290e-03,1.772618e-02
3.846154e-02,1.479290e-03,1.776407e-02
3.846154e-02,1.479290e-03,1.761771e-02
3.846154e-02,1.479290e-03,1.750808e-02
3.846154e-02,1.479290e-03,1.490069e-02
3.846154e-02,1.479290e-03,1.592102e-02
3.846154e-02,1.479290e-03,1.741543e-02
3.846154e-02,1.479290e-03,1.657176e-02
3.846154e-02,1.479290e-03,1.485841e-02
3.846154e-02,1.479290e-03,1.485618e-02
3.846154e-02,1.479290e-03,1.938122e-02
3.846154e-02,1.479290e-03,1.555159e-02
3.846154e-02,1.479290e-03,1.342253e-02
3.846154e-02,1.479290e-03,1.552700e-02
3.846154e-02,1.479290e-03,1.699417e-02
3.846154e-02,1.479290e-03,1.639437e-02
3.846154e-02,1.479290e-03,1.659231e-02
3.846154e-02,1.479290e-03,1.500874e-02
3.846154e-02,1.479290e-03,1.635080e-02
3.846154e-02,1.479290e-03,1.680013e-02
3.846154e-02,1.479290e-03,1.709648e-02
3.846154e-02,1.479290e-03,1.731254e-02
3.846154e-02,1.479290e-03,1.783069e-02
3.846154e-02,1.479290e-03,1.759651e-02
3.846154e-02,1.479290e-03,1.494392e-02
3.846154e-02,1.479290e-03,1.634480e-02
3.846154e-02,1.479290e-03,2.023150e-02
3.846154e-02,1.479290e-03,1.760491e-02
3.846154e-02,1.479290e-03,1.906264e-02
3.846154e-02,1.479290e-03,1.664255e-02
3.846154e-02,1.479290e-03,1.626854e-02
3.846154e-02,1.479290e-03,1.708133e-02
3.846154e-02,1.479290e-03,1.749875e-02
3.846154e-02,1.479290e-03,1.499792e-02
3.846154e-02,1.479290e-03,1.624025e-02
3.846154e-02,1.479290e-03,1.710023e-02
3.846154e-02,1.479290e-03,1.429292e-02
3.846154e-02,1.479290e-03,1.448106e-02
3.846154e-02,1.479290e-03,1.515965e-02
3.846154e-02,1.479290e-03,1.704423e-02
3.846154e-02,1.479290e-03,1.923322e-02
3.846154e-02,1.479290e-03,1.692840e-02
3.846154e-02,1.479290e-03,1.607934e-02
3.846154e-02,1.479290e-03,1.589910e-02
3.846154e-02,1.479290e-03,1.597614e-02
3.846154e-02,1.479290e-03,1.452626e-02
3.846154e-02,1.479290e-03,1.529317e-02
3.846154e-02,1.479290e-03,1.371526e-02
3.846154e-02,1.479290e-03,1.489210e-02
3.846154e-02,1.479290e-03,1.407191e-02
3.846154e-02,1.479290e-03,1.550340e-02
3.846154e-02,1.479290e-03,1.662096e-02
3.846154e-02,1.479290e-03,1.867561e-02
3.846154e-02,1.479290e-03,1.419598e-02
3.846154e-02,1.479290e-03,1.702536e-02
3.846154e-02,1.479290e-03,1.520984e-02
3.846154e-02,1.479290e-03,1.691458e-02
3.846154e-02,1.479290e-03,1.705411e-02
3.846154e-02,1.479290e-03,1.286928e-02
3.846154e-02,1.479290e-03,1.299507e-02
3.846154e-02,1.479290e-03,1.521204e-02
3.846154e-02,1.479290e-03,1.485035e-02
3.846154e-02,1.479290e-03,1.677922e-02
3.846154e-02,1.479290e-03,1.788326e-02
3.846154e-02,1.479290e-03,1.481115e-02
3.846154e-02,1.479290e-03,1.649663e-02
3.846154e-02,1.479290e-03,1.737161e-02
3.846154e-02,1.479290e-03,1.620370e-02
3.846154e-02,1.479290e-03,1.280796e-02
3.846154e-02,1.479290e-03,1.594004e-02
3.846154e-02,1.479290e-03,1.570147e-02
3.846154e-02,1.479290e-03,1.873542e-02
3.846154e-02,1.479290e-03,1.509309e-02
3.846154e-02,1.479290e-03,1.464025e-02
3.846154e-02,1.479290e-03,1.337993e-02
3.846154e-02,1.479290e-03,1.584753e-02
3.846154e-02,1.479290e-03,1.591778e-02
3.846154e-02,1.479290e-03,1.856503e-02
3.846154e-02,1.479290e-03,1.325417e-02
3.846154e-02,1.479290e-03,1.705588e-02
3.846154e-02,1.479290e-03,1.578767e-02
3.846154e-02,1.479290e-03,1.681423e-02
3.846154e-02,1.479290e-03,1.579273e-02
3.846154e-02,1.479290e-03,1.841411e-02
3.846154e-02,1.479290e-03,1.640881e-02
3.846154e-02,1.479290e-03,1.745177e-02
3.846154e-02,1.479290e-03,1.775265e-02
3.846154e-02,1.479290e-03,1.653275e-02
3.846154e-02,1.479290e-03,1.540548e-02
3.846154e-02,1.479290e-03,1.522402e-02
3.846154e-02,1.479290e-03,1.500856e-02
3.846154e-02,1.479290e-03,1.481701e-02
3.846154e-02,1.479290e-03,1.426805e-02
4.166667e-02,1.736111e-03,2.015111e-02
4.166667e-02,1.736111e-03,1.927737e-02
4.166667e-02,1.736111e-03,2.177245e-02
4.166667e-02,1.736111e-03,1.821554e-02
4.166667e-02,1.736111e-03,1.707045e-02
4.166667e-02,1.736111e-03,1.558961e-02
4.166667e-02,1.736111e-03,1.794584e-02
4.166667e-02,1.736111e-03,1.664800e-02
4.166667e-02,1.736111e-03,1.509091e-02
4.166667e-02,1.736111e-03,1.693717e-02
4.166667e-02,1.736111e-03,1.891133e-02
4.166667e-02,1.736111e-03,1.765833e-02
4.166667e-02,1.736111e-03,2.039751e-02
4.166667e-02,1.736111e-03,1.982085e-02
4.166667e-02,1.736111e-03,1.754859e-02
4.166667e-02,1.736111e-03,1.839906e-02
4.166667e-02,1.736111e-03,1.933914e-02
4.166667e-02,1.736111e-03,2.123972e-02
4.166667e-02,1.736111e-03,1.782936e-02
4.166667e-02,1.736111e-03,1.988941e-02
4.166667e-02,1.736111e-03,2.000877e-02
4.166667e-02,1.736111e-03,1.785070e-02
4.166667e-02,1.736111e-03,1.838343e-02
4.166667e-02,1.736111e-03,1.817542e-02
4.166667e-02,1.736111e-03,1.744708e-02
4.166667e-02,1.736111e-03,1.874838e-02
4.166667e-02,1.736111e-03,1.871283e-02
4.166667e-02,1.736111e-03,2.120553e-02
4.166667e-02,1.736111e-03,1.744089e-02
4.166667e-02,1.736111e-03,1.808019e-02
4.166667e-02,1.736111e-03,1.897967e-02
4.166667e-02,1.736111e-03,1.807760e-02
4.166667e-02,1.736111e-03,1.866278e-02
4.166667e-02,1.736111e-03,1.894094e-02
4.166667e-02,1.736111e-03,1.821114e-02
4.166667e-02,1.736111e-03,2.318373e-02
4.166667e-02,1.736111e-03,1.987483e-02
4.166667e-02,1.736111e-03,1.786811e-02
4.166667e-02,1.736111e-03,2.278773e-02
4.166667e-02,1.736111e-03,1.886525e-02
4.166667e-02,1.736111e-03,2.088945e-02
4.166667e-02,1.736111e-03,1.770552e-02
4.166667e-02,1.736111e-03,1.931461e-02
4.166667e-02,1.736111e-03,1.600377e-02
4.166667e-02,1.736111e-03,1.739315e-02
4.166667e-02,1.736111e-03,1.897591e-02
4.166667e-02,1.736111e-03,1.657726e-02
4.166667e-02,1.736111e-03,1.889177e-02
4.166667e-02,1.736111e-03,1.720328e-02
4.166667e-02,1.736111e-03,1.773711e-02
4.166667e-02,1.736111e-03,2.009180e-02
4.166667e-02,1.736111e-03,2.056203e-02
4.166667e-02,1.736111e-03,2.241681e-02
4.166667e-02,1.736111e-03,1.746532e-02
4.166667e-02,1.736111e-03,1.889481e-02
4.166667e-02,1.736111e-03,1.667083e-02
4.166667e-02,1.736111e-03,1.646399e-02
4.166667e-02,1.736111e-03,1.773984e-02
4.166667e-02,1.736111e-03,1.688052e-02
4.166667e-02,1.736111e-03,1.956084e-02
4.166667e-02,1.736111e-03,2.260728e-02
4.166667e-02,1.736111e-03,1.876955e-02
4.166667e-02,1.736111e-03,1.954786e-02
4.166667e-02,1.736111e-03,2.066786e-02
4.166667e-02,1.736111e-03,2.002322e-02
4.166667e-02,1.736111e-03,2.216624e-02
4.166667e-02,1.736111e-03,1.955191e-02
4.166667e-02,1.736111e-03,1.856419e-02
4.166667e-02,1.736111e-03,2.368216e-02
4.166667e-02,1.736111e-03,1.993793e-02
4.166667e-02,1.736111e-03,2.062295e-02
4.166667e-02,1.736111e-03,1.916644e-02
4.166667e-02,1.736111e-03,2.043199e-02
4.166667e-02,1.736111e-03,1.985843e-02
4.166667e-02,1.736111e-03,1.653616e-02
4.166667e-02,1.736111e-03,1.882767e-02
4.166667e-02,1.736111e-03,2.050524e-02
4.166667e-02,1.736111e-03,1.956367e-02
4.166667e-02,1.736111e-03,1.829143e-02
4.166667e-02,1.736111e-03,1.708155e-02
4.166667e-02,1.736111e-03,1.827035e-02
4.166667e-02,1.736111e-03,1.970248e-02
4.166667e-02,1.736111e-03,2.090797e-02
4.166667e-02,1.736111e-03,1.764993e-02
4.166667e-02,1.736111e-03,1.948219e-02
4.166667e-02,1.736111e-03,1.866286e-02
4.166667e-02,1.736111e-03,1.938115e-02
4.166667e-02,1.736111e-03,1.710809e-02
4.166667e-02,1.736111e-03,1.726350e-02
4.166667e-02,1.736111e-03,1.838062e-02
4.166667e-02,1.736111e-03,1.961039e-02
4.166667e-02,1.736111e-03,1.881509e-02
4.166667e-02,1.736111e-03,1.687409e-02
4.166667e-02,1.736111e-03,1.782394e-02
4.166667e-02,1.736111e-03,2.241210e-02
4.166667e-02,1.736111e-03,1.777962e-02
4.166667e-02,1.736111e-03,2.093711e-02
4.166667e-02,1.736111e-03,1.852087e-02
4.166667e-02,1.736111e-03,1.827470e-02
4.166667e-02,1.736111e-03,1.697892e-02
4.545455e-02,2.066116e-03,2.325862e-02
4.545455e-02,2.066116e-03,2.263394e-02
4.545455e-02,2.066116e-03,2.292778e-02
4.545455e-02,2.066116e-03,2.303738e-02
4.545455e-02,2.066116e-03,1.968072e-02
4.545455e-02,2.066116e-03,2.083642e-02
4.545455e-02,2.066116e-03,1.886716e-02
4.545455e-02,2.066116e-03,2.359663e-02
4.545455e-02,2.066116e-03,2.071281e-02
4.545455e-02,2.066116e-03,2.736578e-02
4.545455e-02,2.066116e-03,2.163577e-02
4.545455e-02,2.066116e-03,2.275663e-02
4.545455e-02,2.066116e-03,2.054483e-02
4.545455e-02,2.066116e-03,2.268132e-02
4.545455e-02,2.066116e-03,2.424294e-02
4.545455e-02,2.066116e-03,2.507227e-02
4.545455e-02,2.066116e-03,2.366556e-02
4.545455e-02,2.066116e-03,2.425820e-02
4.545455e-02,2.066116e-03,2.364567e-02
4.545455e-02,2.066116e-03,2.285675e-02
4.545455e-02,2.066116e-03,2.320190e-02
4.545455e-02,2.066116e-03,2.565874e-02
4.545455e-02,2.066116e-03,2.764436e-02
4.545455e-02,2.066116e-03,2.208041e-02
4.545455e-02,2.066116e-03,2.672556e-02
4.545455e-02,2.066116e-03,2.503269e-02
4.545455e-02,2.066116e-03,1.963201e-02
4.545455e-02,2.066116e-03,2.473841e-02
4.545455e-02,2.066116e-03,2.078630e-02
4.545455e-02,2.066116e-03,1.853882e-02
4.545455e-02,2.066116e-03,1.993525e-02
4.545455e-02,2.066116e-03,2.063583e-02
4.545455e-02,2.066116e-03,2.174551e-02
4.545455e-02,2.066116e-03,2.418318e-02
4.545455e-02,2.066116e-03,2.585592e-02
4.545455e-02,2.066116e-03,2.215416e-02
4.545455e-02,2.066116e-03,2.446719e-02
4.545455e-02,2.066116e-03,2.528324e-02
4.545455e-02,2.066116e-03,2.457424e-02
4.545455e-02,2.066116e-03,2.259619e-02
4.545455e-02,2.066116e-03,2.198574e-02
4.545455e-02,2.066116e-03,2.122887e-02
4.545455e-02,2.066116e-03,2.026984e-02
4.545455e-02,2.066116e-03,2.511825e-02
4.545455e-02,2.066116e-03,2.338150e-02
4.545455e-02,2.066116e-03,2.164887e-02
4.545455e-02,2.066116e-03,1.925634e-02
4.545455e-02,2.066116e-03,2.116521e-02
4.545455e-02,2.066116e-03,2.437714e-02
4.545455e-02,2.066116e-03,2.301510e-02
4.545455e-02,2.066116e-03,2.042619e-02
4.545455e-02,2.066116e-03,2.098731e-02
4.545455e-02,2.066116e-03,2.453265e-02
4.545455e-02,2.066116e-03,2.339295e-02
4.545455e-02,2.066116e-03,2.707183e-02
4.545455e-02,2.066116e-03,1.973182e-02
4.545455e-02,2.066116e-03,2.357539e-02
4.545455e-02,2.066116e-03,2.196729e-02
4.545455e-02,2.066116e-03,2.360499e-02
4.545455e-02,2.066116e-03,2.335818e-02
4.545455e-02,2.066116e-03,2.227925e-02
4.545455e-02,2.066116e-03,2.376598e-02
4.545455e-02,2.066116e-03,1.952552e-02
4.545455e-02,2.066116e-03,2.406250e-02
4.545455e-02,2.066116e-03,2.404911e-02
4.545455e-02,2.066116e-03,2.395116e-02
4.545455e-02,2.066116e-03,2.329540e-02
4.545455e-02,2.066116e-03,2.434618e-02
4.545455e-02,2.066116e-03,2.312086e-02
4.545455e-02,2.066116e-03,1.992154e-02
4.545455e-02,2.066116e-03,2.171860e-02
4.545455e-02,2.066116e-03,2.264174e-02
4.545455e-02,2.066116e-03,1.801010e-02
4.545455e-02,2.066116e-03,2.412041e-02
4.545455e-02,2.066116e-03,2.591535e-02
4.545455e-02,2.066116e-03,2.728854e-02
4.545455e-02,2.066116e-03,1.999627e-02
4.545455e-02,2.066116e-03,2.218952e-02
4.545455e-02,2.066116e-03,2.343079e-02
4.545455e-02,2.066116e-03,2.307197e-02
4.545455e-02,2.066116e-03,2.443680e-02
4.545455e-02,2.066116e-03,2.032045e-02
4.545455e-02,2.066116e-03,2.109042e-02
4.545455e-02,2.066116e-03,2.131709e-02
4.545455e-02,2.066116e-03,2.038990e-02
4.545455e-02,2.066116e-03,2.272537e-02
4.545455e-02,2.066116e-03,2.146166e-02
4.545455e-02,2.066116e-03,2.330357e-02
4.545455e-02,2.066116e-03,2.130869e-02
4.545455e-02,2.066116e-03,1.994153e-02
4.545455e-02,2.066116e-03,2.002346e-02
4.545455e-02,2.066116e-03,2.248857e-02
4.545455e-02,2.066116e-03,2.706392e-02
4.545455e-02,2.066116e-03,2.303513e-02
4.545455e-02,2.066116e-03,2.266295e-02
4.545455e-02,2.066116e-03,2.434832e-02
4.545455e-02,2.066116e-03,2.008419e-02
4.545455e-02,2.066116e-03,1.953824e-02
4.545455e-02,2.066116e-03,1.992513e-02
4.545455e-02,2.066116e-03,1.917128e-02
5.000000e-02,2.500000e-03,2.984961e-02
5.000000e-02,2.500000e-03,2.460768e-02
5.000000e-02,2.500000e-03,2.482276e-02
5.000000e-02,2.500000e-03,2.602745e-02
5.000000e-02,2.500000e-03,3.281490e-02
5.000000e-02,2.500000e-03,2.897420e-02
5.000000e-02,2.500000e-03,2.431247e-02
5.000000e-02,2.500000e-03,2.627605e-02
5.000000e-02,2.500000e-03,2.445274e-02
5.000000e-02,2.500000e-03,2.998499e-02
5.000000e-02,2.500000e-03,2.798846e-02
5.000000e-02,2.500000e-03,2.732812e-02
5.000000e-02,2.500000e-03,2.771971e-02
5.000000e-02,2.500000e-03,2.791586e-02
5.000000e-02,2.500000e-03,2.206524e-02
5.000000e-02,2.500000e-03,2.729365e-02
5.000000e-02,2.500000e-03,2.919893e-02
5.000000e-02,2.500000e-03,2.902764e-02
5.000000e-02,2.500000e-03,2.681829e-02
5.000000e-02,2.500000e-03,2.525516e-02
5.000000e-02,2.500000e-03,2.819774e-02
5.000000e-02,2.500000e-03,2.886466e-02
5.000000e-02,2.500000e-03,2.386773e-02
5.000000e-02,2.500000e-03,2.762338e-02
5.000000e-02,2.500000e-03,2.449725e-02
5.000000e-02,2.500000e-03,2.397195e-02
5.000000e-02,2.500000e-03,2.364379e-02
5.000000e-02,2.500000e-03,2.737728e-02
5.000000e-02,2.500000e-03,2.668305e-02
5.000000e-02,2.500000e-03,2.853197e-02
5.000000e-02,2.500000e-03,3.203835e-02
5.000000e-02,2.500000e-03,2.435074e-02
5.000000e-02,2.500000e-03,2.726433e-02
5.000000e-02,2.500000e-03,2.645041e-02
5.000000e-02,2.500000e-03,2.716820e-02
5.000000e-02,2.500000e-03,2.698075e-02
5.000000e-02,2.500000e-03,2.644755e-02
5.000000e-02,2.500000e-03,3.008301e-02
5.000000e-02,2.500000e-03,2.718039e-02
5.000000e-02,2.500000e-03,2.237113e-02
5.000000e-02,2.500000e-03,2.780154e-02
5.000000e-02,2.500000e-03,2.649313e-02
5.000000e-02,2.500000e-03,3.241250e-02
5.000000e-02,2.500000e-03,3.012809e-02
5.000000e-02,2.500000e-03,2.715463e-02
5.000000e-02,2.500000e-03,2.400078e-02
5.000000e-02,2.500000e-03,3.285409e-02
5.000000e-02,2.500000e-03,2.338378e-02
5.000000e-02,2.500000e-03,2.765038e-02
5.000000e-02,2.500000e-03,2.788560e-02
5.000000e-02,2.500000e-03,2.322964e-02
5.000000e-02,2.500000e-03,2.593164e-02
5.000000e-02,2.500000e-03,2.460633e-02
5.000000e-02,2.500000e-03,2.507859e-02
5.000000e-02,2.500000e-03,3.106313e-02
5.000000e-02,2.500000e-03,2.763086e-02
5.000000e-02,2.500000e-03,2.385676e-02
5.000000e-02,2.500000e-03,2.578202e-02
5.000000e-02,2.500000e-03,2.543709e-02
5.000000e-02,2.500000e-03,3.037934e-02
5.000000e-02,2.500000e-03,2.373384e-02
5.000000e-02,2.500000e-03,2.974032e-02
5.000000e-02,2.500000e-03,2.804377e-02
5.000000e-02,2.500000e-03,2.670760e-02
5.000000e-02,2.500000e-03,2.515959e-02
5.000000e-02,2.500000e-03,2.211422e-02
5.000000e-02,2.500000e-03,2.787420e-02
5.000000e-02,2.500000e-03,2.476757e-02
5.000000e-02,2.500000e-03,2.471186e-02
5.000000e-02,2.500000e-03,2.571956e-02
5.000000e-02,2.500000e-03,2.873491e-02
5.000000e-02,2.500000e-03,2.889627e-02
5.000000e-02,2.500000e-03,2.687039e-02
5.000000e-02,2.500000e-03,3.079412e-02
5.000000e-02,2.500000e-03,2.856621e-02
5.000000e-02,2.500000e-03,2.448713e-02
5.000000e-02,2.500000e-03,2.737239e-02
5.000000e-02,2.500000e-03,3.015926e-02
5.000000e-02,2.500000e-03,2.917357e-02
5.000000e-02,2.500000e-03,2.717711e-02
5.000000e-02,2.500000e-03,2.548204e-02
5.000000e-02,2.500000e-03,2.998074e-02
5.000000e-02,2.500000e-03,2.944068e-02
5.000000e-02,2.500000e-03,2.973230e-02
5.000000e-02,2.500000e-03,2.730450e-02
5.000000e-02,2.500000e-03,2.540362e-02
5.000000e-02,2.500000e-03,2.873899e-02
5.000000e-02,2.500000e-03,2.363759e-02
5.000000e-02,2.500000e-03,2.825755e-02
5.000000e-02,2.500000e-03,2.912345e-02
5.000000e-02,2.500000e-03,2.745939e-02
5.000000e-02,2.500000e-03,2.389883e-02
5.000000e-02,2.500000e-03,2.600339e-02
5.000000e-02,2.500000e-03,2.528411e-02
5.000000e-02,2.500000e-03,2.977078e-02
5.000000e-02,2.500000e-03,2.790105e-02
5.000000e-02,2.500000e-03,3.077422e-02
5.000000e-02,2.500000e-03,2.386365e-02
5.000000e-02,2.500000e-03,2.808741e-02
5.000000e-02,2.500000e-03,2.576403e-02
5.555556e-02,3.086420e-03,3.254219e-02
5.555556e-02,3.086420e-03,3.399427e-02
5.555556e-02,3.086420e-03,3.529372e-02
5.555556e-02,3.086420e-03,3.547597e-02
5.555556e-02,3.086420e-03,3.353745e-02
5.555556e-02,3.086420e-03,3.809888e-02
5.555556e-02,3.086420e-03,3.166447e-02
5.555556e-02,3.086420e-03,3.035537e-02
5.555556e-02,3.086420e-03,3.573507e-02
5.555556e-02,3.086420e-03,3.104343e-02
5.555556e-02,3.086420e-03,3.554180e-02
5.555556e-02,3.086420e-03,3.536344e-02
5.555556e-02,3.086420e-03,2.826825e-02
5.555556e-02,3.086420e-03,2.893078e-02
5.555556e-02,3.086420e-03,3.404454e-02
5.555556e-02,3.086420e-03,3.076028e-02
5.555556e-02,3.086420e-03,3.814416e-02
5.555556e-02,3.086420e-03,3.121120e-02
5.555556e-02,3.086420e-03,3.017860e-02
5.555556e-02,3.086420e-03,3.138674e-02
5.555556e-02,3.086420e-03,3.516660e-02
5.555556e-02,3.086420e-03,3.344165e-02
5.555556e-02,3.086420e-03,3.453081e-02
5.555556e-02,3.086420e-03,2.901495e-02
5.555556e-02,3.086420e-03,3.084369e-02
5.555556e-02,3.086420e-03,3.952738e-02
5.555556e-02,3.086420e-03,3.232977e-02
5.555556e-02,3.086420e-03,3.275068e-02
5.555556e-02,3.086420e-03,3.172538e-02
5.555556e-02,3.086420e-03,2.897191e-02
5.555556e-02,3.086420e-03,3.256476e-02
5.555556e-02,3.086420e-03,3.918375e-02
5.555556e-02,3.086420e-03,3.584024e-02
5.555556e-02,3.086420e-03,3.487155e-02
5.555556e-02,3.086420e-03,3.123480e-02
5.555556e-02,3.086420e-03,3.332333e-02
5.555556e-02,3.086420e-03,3.388276e-02
5.555556e-02,3.086420e-03,3.469292e-02
5.555556e-02,3.086420e-03,3.642968e-02
5.555556e-02,3.086420e-03,3.609744e-02
5.555556e-02,3.086420e-03,3.632725e-02
5.555556e-02,3.086420e-03,3.201002e-02
5.555556e-02,3.086420e-03,3.136851e-02
5.555556e-02,3.086420e-03,2.934117e-02
5.555556e-02,3.086420e-03,3.284695e-02
5.555556e-02,3.086420e-03,3.351322e-02
5.555556e-02,3.086420e-03,3.505605e-02
5.555556e-02,3.086420e-03,3.181071e-02
5.555556e-02,3.086420e-03,3.955059e-02
5.555556e-02,3.086420e-03,3.219833e-02
5.555556e-02,3.086420e-03,3.019946e-02
5.555556e-02,3.086420e-03,2.567626e-02
5.555556e-02,3.086420e-03,3.095225e-02
5.555556e-02,3.086420e-03,2.884991e-02
5.555556e-02,3.086420e-03,2.816694e-02
5.555556e-02,3.086420e-03,3.486367e-02
5.555556e-02,3.086420e-03,3.385329e-02
5.555556e-02,3.086420e-03,3.320824e-02
5.555556e-02,3.086420e-03,3.540767e-02
5.555556e-02,3.086420e-03,3.465418e-02
5.555556e-02,3.086420e-03,3.404287e-02
5.555556e-02,3.086420e-03,2.929641e-02
5.555556e-02,3.086420e-03,3.348966e-02
5.555556e-02,3.086420e-03,3.120066e-02
5.555556e-02,3.086420e-03,3.104782e-02
5.555556e-02,3.086420e-03,3.524649e-02
5.555556e-02,3.086420e-03,3.858193e-02
5.555556e-02,3.086420e-03,3.444088e-02
5.555556e-02,3.086420e-03,4.048553e-02
5.555556e-02,3.086420e-03,3.990232e-02
5.555556e-02,3.086420e-03,3.224066e-02
5.555556e-02,3.086420e-03,3.329736e-02
5.555556e-02,3.086420e-03,3.707304e-02
5.555556e-02,3.086420e-03,3.456314e-02
5.555556e-02,3.086420e-03,3.434411e-02
5.555556e-02,3.086420e-03,2.844764e-02
5.555556e-02,3.086420e-03,3.369726e-02
5.555556e-02,3.086420e-03,3.364831e-02
5.555556e-02,3.086420e-03,3.699580e-02
5.555556e-02,3.086420e-03,3.583599e-02
5.555556e-02,3.086420e-03,3.431469e-02
5.555556e-02,3.086420e-03,3.498026e-02
5.555556e-02,3.086420e-03,3.417617e-02
5.555556e-02,3.086420e-03,3.834425e-02
5.555556e-02,3.086420e-03,3.121080e-02
5.555556e-02,3.086420e-03,3.599316e-02
5.555556e-02,3.086420e-03,3.457718e-02
5.555556e-02,3.086420e-03,3.892251e-02
5.555556e-02,3.086420e-03,3.595265e-02
5.555556e-02,3.086420e-03,2.658241e-02
5.555556e-02,3.086420e-03,3.903619e-02
5.555556e-02,3.086420e-03,3.108607e-02
5.555556e-02,3.086420e-03,3.152162e-02
5.555556e-02,3.086420e-03,3.274944e-02
5.555556e-02,3.086420e-03,3.466263e-02
5.555556e-02,3.086420e-03,2.679860e-02
5.555556e-02,3.086420e-03,3.749992e-02
5.555556e-02,3.086420e-03,3.550444e-02
5.555556e-02,3.086420e-03,3.394829e-02
5.555556e-02,3.086420e-03,2.981474e-02
6.250000e-02,3.906250e-03,4.430543e-02
6.250000e-02,3.906250e-03,4.223681e-02
6.250000e-02,3.906250e-03,3.791797e-02
6.250000e-02,3.906250e-03,4.694809e-02
6.250000e-02,3.906250e-03,3.715329e-02
6.250000e-02,3.906250e-03,3.870543e-02
6.250000e-02,3.906250e-03,4.921266e-02
6.250000e-02,3.906250e-03,4.016257e-02
6.250000e-02,3.906250e-03,4.329372e-02
6.250000e-02,3.906250e-03,3.902583e-02
6.250000e-02,3.906250e-03,4.449722e-02
6.250000e-02,3.906250e-03,4.654584e-02
6.250000e-02,3.906250e-03,3.918767e-02
6.250000e-02,3.906250e-03,4.149495e-02
6.250000e-02,3.906250e-03,4.093031e-02
